Codigo Institucion;Nombre Institucion;Estado;Numero Identificacion Tributaria - NIT;Principal/Seccional;Naturaleza Jur≠dica;Sector;Caracter Academico;Departamento Domicilio;Municipio Domicilio;Direccion Domicilio;Telefono Domicilio;Ente Emite la Norma de Creacion;Tipo Acto Administrativo Norma de Creacion;Número Norma de Creacion;Fecha Norma de Creacion;Programas Vigentes;Pˇgina Web;Acreditada Alta Calidad;Fecha Acreditacion;Resolucion de la acreditacion;Vigencia de la acreditacion;Mision;Nombre;Apellido;Cargo;Tipo Acto Nombramiento;Numero Acto Nombramiento;Fecha Norma;Fecha Desde;Fecha Hasta;Nombre;Apellido;Cargo;Tipo Acto Nombramiento;Número Acto Nombramiento;Fecha Norma;Fecha desde;Fecha hasta;Tipo Cubrimiento;Departamento;Municipio
4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;ACTIVA;860401734-9;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNICA PROFESIONAL;BOGOTA D.C;BOGOTA D.C.;Carrera 5  12-64  La Candelaria;3813222;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;1379;3/02/1983;140;www.cun.edu.co;NO;;;;"SOMOS LA INSTITUCION DE EDUCACION SUPERIOR MAS DINAMICA, INNOVADORA Y CREATIVA DE COLOMBIA; CREADORES DE LA NUEVA CULTURA HUMANA A TRAVES DE HOMBRES NUEVOS, LIDERES Y EMPRESARIOS, CREADORES DE IMPOSIBLES, CON ESPIRITU DE HISTORICIDAD Y DE GRANDEZA, CON UN PROFUNDO ESPIRITU CIENTIFICO, ETICO Y ESTETICO, CAPACES DE ESCRIBIR CON NUESTRO ESPIRITU LA EPOPEYA LATINOAMERICANA, EN LA EMPRESA, EN LA CIENCIA, EN LA TECNICA, EN LA FILOSOFIA, EN EL ARTE, EN LA POLITICA Y EN LA AVENTURA DE LA REALIZACION HUMANA.";LILIANA MARGARITA;RODRIGUEZ RODRIGUEZ;RECTOR;ACUERDO;1379;25/10/2017;26/10/2017;26/11/2022;Liliana Margarita;Rodr≠guez Rodr≠guez;REPRESENTANTE LEGAL;ACUERDO;11;18/12/2007;18/12/2007;;"CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,BOLIVAR,CARTAGENA;CENTROS TUTORIALES,BOLIVAR,CARTAGENA;CENTROS TUTORIALES,BOLIVAR,CARTAGENA;CENTROS TUTORIALES,CAQUETA,FLORENCIA;CENTROS TUTORIALES,CAQUETA,FLORENCIA;CENTROS TUTORIALES,CAQUETA,FLORENCIA;CENTROS TUTORIALES,CAQUETA,FLORENCIA;CENTROS TUTORIALES,CAQUETA,FLORENCIA;CENTROS TUTORIALES,CAQUETA,FLORENCIA;CENTROS TUTORIALES,CORDOBA,MONTERIA;CENTROS TUTORIALES,CORDOBA,MONTERIA;CENTROS TUTORIALES,CORDOBA,MONTERIA;CENTROS TUTORIALES,CORDOBA,MONTERIA;CENTROS TUTORIALES,CORDOBA,MONTERIA;CENTROS TUTORIALES,CORDOBA,MONTERIA;CENTROS TUTORIALES,CORDOBA,TIERRALTA;CENTROS TUTORIALES,CORDOBA,TIERRALTA;CENTROS TUTORIALES,CORDOBA,TIERRALTA;CENTROS TUTORIALES,CUNDINAMARCA,CHIA;CENTROS TUTORIALES,CUNDINAMARCA,CHIA;CENTROS TUTORIALES,CUNDINAMARCA,CHIA;CENTROS TUTORIALES,HUILA,NEIVA;CENTROS TUTORIALES,HUILA,NEIVA;CENTROS TUTORIALES,HUILA,NEIVA;CENTROS TUTORIALES,MAGDALENA,SANTA MARTA;CENTROS TUTORIALES,MAGDALENA,SANTA MARTA;CENTROS TUTORIALES,MAGDALENA,SANTA MARTA;CENTROS TUTORIALES,MAGDALENA,SANTA MARTA;CENTROS TUTORIALES,MAGDALENA,SANTA MARTA;CENTROS TUTORIALES,MAGDALENA,SANTA MARTA;CENTROS TUTORIALES,MAGDALENA,SANTA MARTA;CENTROS TUTORIALES,MAGDALENA,SANTA MARTA;CENTROS TUTORIALES,ANTIOQUIA,ARMENIA;CENTROS TUTORIALES,ANTIOQUIA,ARMENIA;CENTROS TUTORIALES,META,VILLAVICENCIO;CENTROS TUTORIALES,META,VILLAVICENCIO;CENTROS TUTORIALES,META,VILLAVICENCIO;CENTROS TUTORIALES,META,VILLAVICENCIO;CENTROS TUTORIALES,META,VILLAVICENCIO;CENTROS TUTORIALES,META,VILLAVICENCIO;CENTROS TUTORIALES,META,VILLAVICENCIO;CENTROS TUTORIALES,META,VILLAVICENCIO;CENTROS TUTORIALES,META,GRANADA;CENTROS TUTORIALES,META,GRANADA;CENTROS TUTORIALES,META,GRANADA;CENTROS TUTORIALES,NARINIO,PASTO;CENTROS TUTORIALES,NARINIO,PASTO;CENTROS TUTORIALES,NARINIO,PASTO;CENTROS TUTORIALES,NARINIO,IPIALES;CENTROS TUTORIALES,NARINIO,IPIALES;CENTROS TUTORIALES,NARINIO,IPIALES;CENTROS TUTORIALES,NORTE DE SANTANDER,CUCUTA;CENTROS TUTORIALES,NORTE DE SANTANDER,CUCUTA;CENTROS TUTORIALES,NORTE DE SANTANDER,CUCUTA;CENTROS TUTORIALES,QUINDIO,ARMENIA;CENTROS TUTORIALES,QUINDIO,ARMENIA;CENTROS TUTORIALES,QUINDIO,ARMENIA;CENTROS TUTORIALES,RISARALDA,PEREIRA;CENTROS TUTORIALES,RISARALDA,PEREIRA;CENTROS TUTORIALES,RISARALDA,PEREIRA;CENTROS TUTORIALES,SUCRE,SINCELEJO;CENTROS TUTORIALES,SUCRE,SINCELEJO;CENTROS TUTORIALES,SUCRE,SINCELEJO;CENTROS TUTORIALES,TOLIMA,IBAGUE;CENTROS TUTORIALES,TOLIMA,IBAGUE;CENTROS TUTORIALES,TOLIMA,IBAGUE;CENTROS TUTORIALES,TOLIMA,IBAGUE;CENTROS TUTORIALES,TOLIMA,IBAGUE;CENTROS TUTORIALES,TOLIMA,IBAGUE;CENTROS TUTORIALES,TOLIMA,IBAGUE;CENTROS TUTORIALES,TOLIMA,IBAGUE;CENTROS TUTORIALES,TOLIMA,ESPINAL (CHICORAL) ;CENTROS TUTORIALES,TOLIMA,ESPINAL (CHICORAL) ;CENTROS TUTORIALES,TOLIMA,ESPINAL (CHICORAL) ;CENTROS TUTORIALES,VALLE DEL CAUCA,CALI;CENTROS TUTORIALES,VALLE DEL CAUCA,CALI;CENTROS TUTORIALES,VALLE DEL CAUCA,BUENAVENTURA;CENTROS TUTORIALES,VALLE DEL CAUCA,BUENAVENTURA;CENTROS TUTORIALES,VALLE DEL CAUCA,BUENAVENTURA;CENTROS TUTORIALES,ATLANTICO,BARRANQUILLA;CENTROS TUTORIALES,ATLANTICO,BARRANQUILLA;CENTROS TUTORIALES,ATLANTICO,BARRANQUILLA;CENTROS TUTORIALES,ATLANTICO,BARRANQUILLA;CENTROS TUTORIALES,ATLANTICO,BARRANQUILLA;CENTROS TUTORIALES,CASANARE,YOPAL;CENTROS TUTORIALES,CASANARE,YOPAL;CENTROS TUTORIALES,CASANARE,YOPAL;";BOGOTA D.C;BOGOTA D.C.
3830;CORPORACION UNIVERSAL DE INVESTIGACION Y TECNOLOGIA -CORUNIVERSITEC-;ACTIVA;860.514.382-5;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION TECNOLOGICA;BOGOTA D.C;BOGOTA D.C.;Calle 34  15-36;5780330;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;2286;21/02/1983;12;www.coruniversitec.edu.co;NO;;;;CORUNIVERSITEC COMO INSTITUCION DE EDUCACION TECNOLOGICA SE PROPONE TRABAJAR POR LA FORMACION INTEGRAL E INVESTIGACION APLICADA, BASADA EN LOS EN LOS CURRICULOS PARA FORTALECER SU CONDICION DE INSTITUCION INTERDISCIPLINARIA COMPROMETIDA CON LA CAPACITACION DE LOS PROTAGONISTAS DEL CAMBIO QUE GARANTICEN EL DESARROLLO SOSTENIBLE DEL PAIS.;LUIS ENRIQUE;PARADA PEREZ;RECTOR;ACTA;2286;28/08/2007;28/08/2007;;LUIS ENRIQUE;PARADA PEREZ;REPRESENTANTE LEGAL;ACTA;93;28/08/2007;28/08/2007;;;BOGOTA D.C;BOGOTA D.C.
2847;CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI;ACTIVA;890.212.433-5;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;SANTANDER;BUCARAMANGA;Calle 9  23-55;6352525;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;22195;20/12/1985;77;www.udi.edu.co;NO;;;;"LA CORPORACION TECNOLOGICA CENTROSISTEMAS ESTA COMPROMETIDA CON LA CALIDAD, CON LOS PRINCIPIOS CONSTITUCIONALES Y LOS OBJETIVOS ESTABLECIDOS POR LA LEY PARA LA EDUCACION SUPERIOR.

LA MISION DE CENTROSISTEMAS ES FORJAR CONOCIMIENTO Y FORMAR PROFESIONALES EN TECNOLOGIA Y OTRAS AREAS ACADEMICAS QUE MEJOR SIRVAN A SANTANDER Y AL PAIS.

LA CORPORACION MEJORA EN FORMA PERMANENTE LA CALIDAD DE SU ACADEMIA, INVESTIGACION Y PROGRAMAS. CENTROSISTEMAS ESTA DEDICADA A BRINDAR A SUS ESTUDIANTES UNA FORMACION INTEGRAL CON EL SOPORTE PEDAGOGICO Y DE BIENESTAR ADECUADO.  BUSCAMOS DESARROLLAR EN CADA MIEMBRO DE CENTROSISTEMAS LA HABILIDAD Y PASION POR EL TRABAJO INTELIGENTE, CREATIVO Y EFICAZ EN UN AMBIENTE DE RESPONSABILIDAD, CUMPLIMIENTO, DE RESPETO A LA PALABRA, A LAS PERSONAS Y A LOS DERECHOS HUMANOS.";JAIRO;CASTRO CASTRO;RECTOR;ACTA;22195;20/05/2014;21/08/2014;20/08/2020;JAIRO;CASTRO CASTRO;REPRESENTANTE LEGAL;ACTA;1;20/05/2014;21/08/2014;20/08/2020;;SANTANDER;BUCARAMANGA
2810;CORPORACION UNIVERSIDAD DE LA COSTA CUC;ACTIVA;NO INFORMA;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;ATLANTICO;BARRANQUILLA;Calle 58  55-66;3440983;GOBERNACION DEL ATLANTICO;RESOLUCION;352;23/04/1971;93;www.cuc.edu.co;NO;;;;MISION;TITO JOSE;CRISSIEN BORRERO;RECTOR;ACTA;352;5/12/2014;1/01/2015;31/12/2017;TITO JOSE;CRISSIEN BORRERO;REPRESENTANTE LEGAL;ACTA;29;5/12/2014;1/01/2015;31/12/2017;;ATLANTICO;BARRANQUILLA
1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;ACTIVA;860.022.382-3;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;BOGOTA D.C;BOGOTA D.C.;Carrera  9  45A-44;3322900;MINISTERIO DE JUSTICIA.;RESOLUCION;3681;27/11/1962;34;www.unipiloto.edu.co;NO;;;;LA UNIVERSIDAD PILOTO BUSCA LA EXCELENCIA HUMANA Y ACADEMICA, ESTA COMPROMETIDA CON LA SALVAGUARDIA, INCREMENTO Y DIFUSION DEL SABER, FOMENTA LA INVESTIGACION Y EL INTERCAMBIO CON INSTITUCIONES NACIONALES Y EXTRANJERAS, FORMA PROFESIONALES INNOVADORES EN LA CIENCIA, LAS ARTES Y LA TECNOLOGIA CON COMPETENCIAS FLEXIBLES, CAPACIDAD EMPRENDEDORA Y CREATIVA, ACTITUDES CIENTIFICAS, ANALITICAS Y CRITICAS, MENTALIDAD ABIERTA Y GLOBAL, COMPROMETIDOS CON LOS VALORES ETICOS, CULTURALES, DEMOCRATICOS Y AMBIENTALES QUE QUE GARANTICEN EL DESARROLLO INTEGRAL Y ARMONICO DE LAS INSTITUCIONES DE LA SOCIEDAD, DE LAS REGIONES Y DEL PAIS EN GENERAL. TODO ELLO CON UNA VISION ANTROPOCENTRICA Y LA CONCEPCION DEL DESARROLLO URBANO PARAEL BIENSTAR DEL HOMBRE.;˘˘NGELA GABRIELA;BERNAL MEDINA;RECTOR;ACTA;3681;28/08/2018;12/09/2018;11/09/2019;JOS˘ MAR˘˘A;CIFUENTES P˘EZ;REPRESENTANTE LEGAL;ACTA;32018;14/09/2018;14/09/2018;13/09/2019;;BOGOTA D.C;BOGOTA D.C.
1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;ACTIVA;860.022.382-3;SECCIONAL;CORPORACION;PRIVADA;UNIVERSIDAD;CUNDINAMARCA;GIRARDOT;Cra. 19  17-33 Barrio Las Quintas;8332845;MINISTERIO DE JUSTICIA.;RESOLUCION;3681;27/11/1962;11;www.unipiloto.edu.co;NO;;;;"LA CORPORACIÖN UNIVERSIDAD PILOTO DE COLOMBIA ES UNA INSTITUCIÖN AUTÖNOMA, DE CARÊCTER PRIVADO Y DE SERVICIO PÇBLICO CON PERSONERôA JURôDICA, FUNDADA POR JÖVENES UNIVERSITARIOS ALTRUISTAS PARA JÖVENES ALTRUISTAS, QUE SE DESEMPEæA EN ÊMBITOS LOCALES E INTERNACIONALES Y PARTICIPA EN LA CONSERVACIÖN, CONSTRUCCIÖN Y TRANSMISIÖN  DE LA CULTURA, PROPENDE POR LA FORMACIÖN INTEGRAL DE SUS ESTUDIANTES Y DOCENTES, Y POR EL CONOCIMIENTO CIENTôFICO Y TECNOLÖGICO; PREPARA DOCENTES EN SUS DISCIPLINAS, PROFESIONALES, INVESTIGADORES Y CIENTôFICOS IDÖNEOS; PROMUEVE LA INVESTIGACIÖN CIENTôFICA Y LA FORMACIÖN DE INVESTIGADORES EN DIFERENTES RAMAS DEL SABER, INSTRUMENTA A SUS PROFESORES EN PEDAGOGôA, FOMENTA EL ESTUDIO Y SOLUCIÖN DE LOS PROBLEMAS NACIONALES CON êNFASIS EN LOS PROBLEMAS URBANOS, SE PREOCUPA EN LA TEORôA Y EN LA PRÊCTICA POR LA FORMACIÖN DE LA CONSCIENCIA êTICA Y LA FIRME VOLUNTAD  DE SERVICIO A LA COMUNIDAD; AUSPICIA LA VINCULACIÖN DEL PENSAMIENTO COLOMBIANO A LA COMUNIDAD CIENTôFICA INTERNACIONAL; FORMA AL COLOMBIANO EN EL RESPETO A LOS DERECHOS HUMANOS, LA PAZ Y LA DEMOCRACIA. SU IDENTIDAD Y MISIÖN SE CONDENSAN EN SU NOMBRE: UNIVERSIDAD PILOTO DE COLOMBIA.";˘˘NGELA GABRIELA;BERNAL MEDINA;RECTOR;ACTA;3681;28/08/2018;12/09/2018;11/09/2019;JOS˘˘ MAR˘˘A;CIFUENTES P˘˘EZ;REPRESENTANTE LEGAL;ACTA;32018;14/09/2018;14/09/2018;13/09/2019;;CUNDINAMARCA;GIRARDOT
2848;CORPORACION UNIVERSITARIA  UNITEC;ACTIVA;860.510.627-6;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;BOGOTA D.C;BOGOTA D.C.;Calle 76   12-58;5939393;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;2012;2/03/1982;36;www.unitec.edu.co;NO;;;;"LA CORPORACION TIENE COMO MISION FORMAR PROFESIONALES INTEGROS, AUTONOMOS Y CON UN ALTO SENTIDO DE PERTENENCIA; CONSCIENTES DE LA NECESIDAD DE UNA CONTINUA PROYECCION E INTERVENCION DINAMICA EN LA SOCIEDAD; QUE SE CONSERVEN Y PROYECTEN LOS CONOCIMIENTOS CIENTIFICOS, TECNOLOGICOS Y ARTISTICOS PARA QUE CON UNA FUNDAMENTACION HUMANISTICA Y EL SANO EJERCICIO DE LA CRITICA, DESARROLLEN UN PENSAMIENTO CREATIVO E INNOVADOR QUE LOS CONSTITUYA EN GESTORES DE CAMBIO INDIVIDUAL Y COLECTIVO MEDIANTE EL TRABAJO SOLIDARIO.  EN DESARROLLO DE SUS PRINCIPIOS ESTARA ABIERTA A TODOS LOS QUE EN EL EJERCICIO DE LA IGUALDAD DE OPORTUNIDADES, DEMUESTREN POSEER LAS CAPACIDADES REQUERIDAS Y CUMPLAN LAS CONDICIONES ACADEMICAS EXIGIDAS Y POR LO TANTO NO HABRA NINGUNA LIMITACION POR CONSIDERACION DE RAZA, CREDO, SEXO O CONDICION ECONOMICA Y SOCIAL.";CARLOS ALFONSO;Aparicio Gomez;RECTOR;ACUERDO C.S.;2012;13/10/2017;2/10/2017;1/10/2019;DIEGO ALBERTO;Parra Ferro;REPRESENTANTE LEGAL;ASAMBLEA GENERAL;70;10/12/2018;10/12/2018;31/03/2019;;BOGOTA D.C;BOGOTA D.C.
2815;CORPORACION UNIVERSITARIA ADVENTISTA - UNAC;ACTIVA;No Informa;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;ANTIOQUIA;MEDELLIN;Cra 84 No. 33 AA - 01;2508328;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;8529;6/06/1983;17;www.unac.edu.co;NO;;;;MISION;ABRAHAM ARTURO;ACOSTA BUSTILLO;RECTOR;ACUERDO;8529;20/10/2014;13/11/2014;12/11/2019;ABRAHAM ARTURO;ACOSTA BUSTILLO;REPRESENTANTE LEGAL;ACUERDO;3;20/10/2014;13/11/2014;12/11/2019;;ANTIOQUIA;MEDELLIN
9119;CORPORACION UNIVERSITARIA AMERICANA;ACTIVA;90011443-9;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;ATLANTICO;BARRANQUILLA;Calle 71 No. 41C -35, Edificio COSMOS, Bloque D.;3851027;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;6341;17/10/2006;57;www.niamericana.edu.co;NO;;;;;ALBA LUCIA;CORREDOR GOMEZ;RECTOR;RESOLUCION;6341;16/02/2008;16/02/2008;;ALBA LUCIA;CORREDOR GOMEZ;REPRESENTANTE LEGAL;RESOLUCION;1;16/02/2008;16/02/2008;;;ATLANTICO;BARRANQUILLA
2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;ACTIVA;823.004.609 D.V.9;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;SUCRE;SINCELEJO;Carrera 21 25-59 La Mar≠a;2812282;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;2302;26/09/2003;33;www.corposucre.edu.co;NO;;;;;AMAURY NICOLAS;VELEZ TRUJILLO;RECTOR;ACTA;2302;28/11/2018;16/12/2018;15/12/2020;AMAURY NICOLAS;VELEZ TRUJILLO;REPRESENTANTE LEGAL;ACTA;004-18;28/11/2018;16/12/2018;15/12/2020;"CENTROS TUTORIALES,BOLIVAR,CARTAGENA;CENTROS TUTORIALES,CORDOBA,MONTERIA;CENTROS TUTORIALES,MAGDALENA,SANTA MARTA;CENTROS TUTORIALES,ATLANTICO,BARRANQUILLA;";SUCRE;SINCELEJO
3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIæO -AUNAR-;ACTIVA;NO INFORMA;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;NARINIO;PASTO;Calle 19  27-80;232452;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;1054;1/02/1983;23;www.aunar.edu.co;NO;;;;"LA AUTONOMA DE NARI?O &quot;AUNAR&quot; ES UNA INSTITUCION DE EDUCACION SUPERIOR COMPROMETIDA CON LA CULTURA, LA CIENCIA Y LA INVESTIGACION, LA EXCELENCIA EN LA FORMACION DE PROFESIONALES INTEGROS Y EL LIDERAZGO EN EL DESARROLLO SOCIAL.";INGRID ELIZABETH;Colunge Ordo˘ez;RECTOR;ACTA;1054;24/08/2017;28/09/2017;28/09/2019;CECILIA ISABEL;Ordo˘ez de Colunge;REPRESENTANTE LEGAL;ACTA;3;24/08/2017;27/09/2017;27/09/2019;"CENTROS TUTORIALES,BOLIVAR,CARTAGENA;";NARINIO;PASTO
2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA;ACTIVA;891.501.766;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;CAUCA;POPAYAN;Calle 5  3-85;8213000;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;13002;30/08/1984;21;www.uniautonoma.edu.co;NO;;;;LA CORPORACION UCICA FUE CREADA PRA EL EJERCICIO DE LA DOCENCIA, LA INVESTIGACION, LA DIVULGACION Y LA EXTENSION DE SERVICIOS UNIVERSITARIOS CO EL PROPOSITO DE CONTRIBUIR A FORMAR CIUDADANOS DE BIEN, RESPETUOSOS DE LA DIGNIDAD HUMANA, DE LA LIBERTAD RESPONSABLE, QUE IDENTIFICADOS CON LOS MAS ALTOS VALORES ETICOS, ESTETICOS, MORALES Y CULTURALES, SE COMPROMETIAN EN LA BUSQUEDA DEL PROGRESO Y LA JUSTICIA SOCIAL;NELSON HERNANDO;PUENTES RODRIGUEZ;RECTOR(E);ACUERDO;13002;12/06/2018;19/06/2018;31/12/2018;DANIEL AUGUSTO;MANTILLA SANDOVAL;REPRESENTANTE LEGAL;ACUERDO;20;1/08/2017;1/08/2017;31/07/2020;;CAUCA;POPAYAN
4810;CORPORACION UNIVERSITARIA CENDA;ACTIVA;NO INFORMA;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;BOGOTA D.C;BOGOTA D.C.;Av. Caracas 35-18;2329084;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;11109;13/07/1983;12;No disponible;NO;;;;MISION;LUIS HERNANDO;BALLESTAS RINCON;RECTOR;ACTA;11109;11/03/2010;15/03/2010;;LUIS HERNANDO;BALLESTAS RINCON;REPRESENTANTE LEGAL;ACTA;35;11/03/2010;15/03/2010;;;BOGOTA D.C;BOGOTA D.C.
3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES;ACTIVA;NO INFORMA;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;VALLE DEL CAUCA;CALI;Calle 14 Norte  8N -35 Barrio Granada;6671111;MINISTERIO DE EDUCACION NACIONAL.;RESOLUCION;7464;12/06/1978;17;wwww.cecs.edu.co;NO;;;;MISION;AUGUSTO;NARVAEZ REYES;RECTOR;RESOLUCION;7464;8/10/1982;4/11/1982;;AUGUSTO;NARVAEZ REYES;REPRESENTANTE LEGAL;RESOLUCION;1510;8/10/1982;4/11/1982;;;VALLE DEL CAUCA;CALI
3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;ACTIVA;817.004.535;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;CAUCA;POPAYAN;Calle 4   No. 8 - 30;8220517;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;597;2/04/2001;13;www.unicomfacauca.edu.co;NO;;;;;Gaby Edith;Tintinago Narvaez;SEGUNDO(A) RECTOR(A) SUPLENTE;RESOLUCION C.S.;597;28/01/2016;29/01/2016;29/01/2018;Isabel;Ram≠rez Mej≠a;REPRESENTANTE LEGAL;RESOLUCION C.S.;1;28/01/2016;29/01/2016;29/01/2018;;CAUCA;POPAYAN
3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;ACTIVA;817.004.535;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;CAUCA;POPAYAN;Calle 4   No. 8 - 30;8220517;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;597;2/04/2001;13;www.unicomfacauca.edu.co;NO;;;;;Isabel;Ram≠rez Mej≠a;RECTOR;RESOLUCION C.S.;597;28/01/2016;29/01/2016;29/01/2018;Isabel;Ram≠rez Mej≠a;REPRESENTANTE LEGAL;RESOLUCION C.S.;1;28/01/2016;29/01/2016;29/01/2018;;CAUCA;POPAYAN
3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;ACTIVA;817.004.535;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;CAUCA;POPAYAN;Calle 4   No. 8 - 30;8220517;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;597;2/04/2001;13;www.unicomfacauca.edu.co;NO;;;;;Victoria Eugenia;Patiœo Arenas;PRIMER(A) RECTOR(A) SUPLENTE;RESOLUCION C.S.;597;28/01/2016;29/01/2016;29/01/2018;Isabel;Ram≠rez Mej≠a;REPRESENTANTE LEGAL;RESOLUCION C.S.;1;28/01/2016;29/01/2016;29/01/2018;;CAUCA;POPAYAN
9913;CORPORACION UNIVERSITARIA DE ASTURIAS;ACTIVA;900509172-1;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;BOGOTA D.C;BOGOTA D.C.;Carrera 18 No. 79-25;7956999;MINISTERIO DE EDUCACION;RESOLUCION;1110;2/02/2012;6;www.uniasturias.edu.co;NO;;;;;JADER ALEXIS;CASTA˘O RICO;RECTOR;ACTA;1110;23/10/2018;29/10/2018;28/10/2022;GERMAN;VILLEGAS G.;REPRESENTANTE LEGAL SUPLENTE;ACTA;1;16/04/2018;16/04/2018;31/12/2018;;BOGOTA D.C;BOGOTA D.C.
9923;CORPORACION UNIVERSITARIA DE CATALUæA ;ACTIVA;901032802-6;PRINCIPAL;CORPORACION;PRIVADA;INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA;BOGOTA D.C;BOGOTA D.C.;Cra 18B No 106 A-15;6372511;Ministerio de Educaci˘n Nacional;RESOLUCION;21329;15/11/2016;0;www.udecatalunya.edu.co;NO;;;;;RICARDO MAURICIO;COCOMA LOZANO;RECTOR;ACTA;21329;1/06/2017;1/06/2017;1/06/2021;Vilma Rocio;Castaœo Quiroga;REPRESENTANTE LEGAL SUPLENTE;ACTA;6;28/11/2016;28/11/2016;28/11/2019;;BOGOTA D.C;BOGOTA D.C.
